protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
5117	NV2t008723001.1|NV2t008723002.1|NV2t008723003.1	NV2t008723001.1|NV2t008723002.1|NV2t008723003.1	NV2t008723001.1|NV2t008723002.1|NV2t008723003.1	45709.3|45709.3|45709.3	5.66466	0.00143586	39	77	2	2	1	1	1	126	728547.0	1.54556e+06	845124.0	2.24892e+06	2.13587e+06	2.73266e+06	3.72104e+07	2.5072e+07	3.64461e+07	116315.0	1.0	2.12143	1.16001	3.08685	2.93168	3.75083	51.0748	34.4137	50.0258	0.159654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5118	NV2t020573001.1	NV2t020573001.1	NV2t020573001.1	198186.0	5.88872	0.0	54	193	5	5	1	4	4	126	2.72498e+06	1.91719e+06	3.27533e+06	1.07785e+07	8.80117e+06	1.12569e+07	1.14901e+08	9.00399e+07	1.1539e+08	609433.0	1.0	0.703561	1.20196	3.95543	3.22981	4.13101	42.1657	33.0424	42.3452	0.223646	0.0	1.33146	2.95985	1.58367	1.21507	1.62181	48.0201	39.5326	48.2523	0.555195
5119	NV2t020323001.1|NV2t020323002.1	NV2t020323001.1|NV2t020323002.1	NV2t020323001.1|NV2t020323002.1	34657.0|29534.0	5.65855	0.0135976	27	27	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5120	NV2t001109001.1	NV2t001109001.1	NV2t001109001.1	280935.0	6.32926	0.0	113	782	14	13	5	9	9	126	8.92156e+06	1.13459e+07	1.26434e+07	6.03757e+07	5.83951e+07	6.40209e+07	3.34771e+08	2.7684e+08	4.21972e+08	1.3109e+06	1.0	1.26419	1.39654	6.68633	6.53484	7.13623	37.0019	30.3186	46.1119	0.135606	0.0	0.668617	1.22773	4.97358	3.99111	4.79745	30.1583	26.9234	43.0808	0.351463
5121	NV2t010680001.1|NV2t010680002.1	NV2t010680001.1|NV2t010680002.1	NV2t010680001.1|NV2t010680002.1	147334.0|147334.0	5.53329	0.00017313	47	92	5	1	4	1	1	126	919757.0	987427.0	1.43923e+06	2.58716e+06	2.27235e+06	3.3309e+06	2.25182e+07	1.54164e+07	2.12575e+07	0.0	1.0	1.07357	1.56479	2.81287	2.4706	3.6215	24.4828	16.7613	23.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5122	NV2t015988001.1|NV2t015988002.1	NV2t015988001.1|NV2t015988002.1	NV2t015988001.1|NV2t015988002.1	58359.8|47998.6	6.25754	0.0	126	126	1	1	0	1	1	126	677366.0	1.22057e+06	627219.0	2.58975e+06	3.76684e+06	1.97592e+06	4.29545e+07	2.95313e+07	4.40494e+07	721018.0	1.0	1.80194	0.925967	3.82326	5.56101	2.91707	63.414	43.5973	65.0304	1.06444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5123	NV2t008011001.1	NV2t008011001.1	NV2t008011001.1	304147.0	5.88729	0.0	67	226	6	5	3	3	3	126	2.60918e+06	2.56048e+06	2.90801e+06	1.48058e+07	1.44482e+07	1.91006e+07	6.77894e+07	5.21602e+07	6.83093e+07	138253.0	1.0	0.981334	1.11453	5.6745	5.53744	7.32052	25.9811	19.991	26.1804	0.0529872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5124	NV2t017745001.1	NV2t017745001.1	NV2t017745001.1	25624.8	6.89963	0.0	61	347	10	8	1	9	8	126	1.0802e+07	1.25319e+07	1.02617e+07	4.13726e+07	3.95272e+07	4.3062e+07	8.96365e+08	4.70908e+08	9.88054e+08	819456.0	1.0	1.16508	0.948518	3.88433	3.67295	3.98066	83.4298	43.7424	92.3533	0.0707664	0.0	1.90022	1.4826	5.9728	5.23746	5.53978	136.954	63.687	147.821	0.151863
5125	NV2t010158001.1	NV2t010158001.1	NV2t010158001.1	119440.0	5.80196	0.0	57	57	1	1	0	1	1	126	823490.0	473579.0	571622.0	4.1029e+06	3.38532e+06	4.48076e+06	3.81699e+07	2.83125e+07	3.69405e+07	87826.3	1.0	0.575088	0.694146	4.98233	4.11094	5.44119	46.3514	34.3811	44.8585	0.106651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5126	###REV######REV###NV2t019706001.1	###REV###NV2t019706001.1 Reverse sequence, was 	###REV######REV###NV2t019706001.1	237950.0	6.27696	0.0135976	27	27	1	1	0	1	1	126	1.15861e+07	1.4203e+07	1.33448e+07	7.25319e+07	7.9741e+07	8.4901e+07	4.22268e+07	2.69977e+07	5.62091e+07	672025.0	1.0	1.22586	1.1518	6.26025	6.88248	7.32784	3.64461	2.33018	4.85143	0.0580027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5127	NV2t020167001.1	NV2t020167001.1	NV2t020167001.1	124946.0	7.0602	0.0	69	775	17	16	2	14	14	126	1.20143e+08	3.05063e+07	6.27057e+07	1.28172e+08	1.64519e+08	2.11702e+08	1.6014e+09	1.59591e+09	1.69558e+09	882812.0	1.0	0.271146	0.544474	1.12641	1.44257	1.85736	13.7474	14.0412	15.0991	0.0073333	0.0	2.37574	5.85218	9.19645	12.0755	19.8375	103.426	110.945	116.483	0.0572156
5128	###REV######REV###NV2t020862001.1	###REV###NV2t020862001.1 Reverse sequence, was 	###REV######REV###NV2t020862001.1	50582.7	5.95221	0.00745601	31	31	1	1	0	1	1	126	2.95138e+06	5.868e+06	3.54754e+06	9.4844e+06	1.13005e+07	1.56206e+07	4.40435e+07	3.57229e+07	5.45654e+07	0.0	1.0	1.98823	1.202	3.21355	3.8289	5.29266	14.923	12.1038	18.4881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5129	NV2t015445001.1	NV2t015445001.1	NV2t015445001.1	42588.3	7.24942	0.000506586	45	187	14	5	7	7	4	126	3.95111e+06	1.08893e+07	8.1736e+06	5.16027e+07	5.19486e+07	1.10699e+08	1.66239e+09	2.63331e+08	3.07406e+08	1.25864e+06	1.0	2.68934	2.08418	12.4909	12.3997	27.1339	411.146	67.0865	77.8023	0.306058	0.0	3.18567	4.41512	36.009	31.3067	78.5448	872.8	91.7641	102.263	1.42202
5130	NV2t010435001.1	NV2t010435001.1	NV2t010435001.1	22632.3	6.39088	0.0	83	83	1	1	0	1	1	126	1.40761e+06	985087.0	893418.0	6.28792e+06	7.34747e+06	4.17073e+06	1.87693e+08	1.51835e+08	9.9707e+07	0.0	1.0	0.69983	0.634707	4.4671	5.21983	2.96299	133.342	107.867	70.8344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5131	NV2t023780001.1	NV2t023780001.1	NV2t023780001.1	51035.2	6.46712	0.0	56	56	1	1	0	1	1	126	2.01973e+06	2.43092e+06	1.88506e+06	5.52995e+06	7.253e+06	6.32481e+06	8.5599e+07	5.15709e+07	8.1005e+07	0.0	1.0	1.20359	0.933325	2.73797	3.59108	3.13152	42.3815	25.5336	40.1069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5132	NV2t022266001.1	NV2t022266001.1	NV2t022266001.1	78641.3	6.52185	0.0	78	188	3	3	0	3	3	126	7.78417e+07	5.17411e+06	6.57703e+06	2.33114e+07	1.88906e+07	1.20185e+08	2.98116e+08	1.60275e+08	2.78332e+08	387022.0	1.0	0.0664696	0.0844924	0.299472	0.24268	1.54397	3.82978	2.05898	3.57561	0.00497191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5133	NV2t021024001.1|NV2t021024002.1	NV2t021024001.1|NV2t021024002.1	NV2t021024001.1|NV2t021024002.1	118499.0|120388.0	6.73244	0.0	99	431	6	6	0	6	6	126	1.70763e+07	3.1562e+07	1.79584e+07	4.2587e+07	4.93365e+07	5.47981e+07	4.62914e+08	3.20999e+08	4.31386e+08	1.06609e+06	1.0	1.82619	1.05029	2.49486	2.89125	3.20902	27.0239	18.7829	25.0276	0.0613095	0.0	1.12518	0.342757	0.63961	1.36959	1.36794	37.5019	22.1257	37.6128	0.22238
5134	NV2t008661003.1	NV2t008661003.1	NV2t008661003.1	76169.4	6.28421	0.0	65	209	4	1	3	1	1	126	2.43629e+06	2.45933e+06	2.2488e+06	7.84629e+06	8.01809e+06	1.09685e+07	4.60412e+07	3.54698e+07	4.73506e+07	0.0	1.0	1.00946	0.923041	3.22059	3.29111	4.50211	18.8981	14.5589	19.4355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5135	NV2t000694001.1|NV2t000694003.1|NV2t000694005.1	NV2t000694001.1|NV2t000694003.1|NV2t000694005.1	NV2t000694001.1|NV2t000694003.1|NV2t000694005.1	120879.0|116540.0|119414.0	6.83331	0.0	92	1016	19	18	2	17	17	126	3.12345e+07	3.96085e+07	2.33181e+07	1.13323e+08	1.10145e+08	1.53608e+08	2.10641e+09	1.54632e+09	1.74008e+09	3.17527e+06	1.0	1.27394	0.768673	3.61752	3.49175	4.79921	68.2714	50.0027	56.4716	0.0951402	0.0	0.295979	0.884107	0.926473	1.26171	5.29701	54.6025	43.3923	42.7508	0.261317
5136	NV2t014610001.1	NV2t014610001.1	NV2t014610001.1	52418.1	6.07916	0.000974817	41	41	1	1	0	1	1	126	1.63434e+06	2.39457e+06	1.51237e+06	4.45313e+06	4.06872e+06	4.13912e+06	5.65697e+07	3.65729e+07	6.68497e+07	0.0	1.0	1.46516	0.92537	2.72473	2.48952	2.53259	34.6132	22.3778	40.9032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5137	NV2t004806001.1	NV2t004806001.1	NV2t004806001.1	131525.0	6.74492	0.0	113	1726	32	28	6	26	26	126	9.22787e+07	1.36462e+08	1.22559e+08	2.2032e+08	2.09709e+08	2.01763e+08	3.00665e+09	1.94786e+09	3.15756e+09	8.78084e+06	1.0	1.48504	1.32276	2.40483	2.27889	2.19622	32.6267	21.0875	34.0851	0.0906748	0.0	0.579784	0.283782	0.975332	0.586156	0.810345	14.6374	10.0261	15.5132	0.18094
5138	NV2t008273001.1	NV2t008273001.1	NV2t008273001.1	26752.5	7.08682	0.0	69	281	12	6	2	10	6	126	2.08256e+07	5.45324e+07	2.54597e+07	7.14173e+07	9.05259e+07	9.2058e+07	1.11187e+09	1.25037e+09	1.43013e+09	0.0	1.0	2.5783	1.22679	3.41882	4.3136	4.39192	54.9067	62.4631	71.0536	0.0	0.0	1.50735	0.456479	1.41348	1.94609	2.79214	72.1814	77.0966	88.2583	0.0
5139	NV2t001108001.1|NV2t001108002.1|NV2t001108003.1	NV2t001108001.1|NV2t001108002.1|NV2t001108003.1	NV2t001108001.1|NV2t001108002.1|NV2t001108003.1	72713.1|70517.2|67164.7	7.12176	0.0	98	642	14	14	0	14	14	126	5.75521e+07	1.19051e+08	3.03524e+07	1.05352e+08	9.60861e+07	7.8269e+07	2.52447e+09	1.85253e+09	2.65297e+09	2.11977e+06	1.0	2.06507	0.530701	1.82438	1.67591	1.34439	43.8881	31.9438	46.0123	0.0346302	0.0	0.481871	0.464011	0.6674	0.895206	1.12075	23.7035	20.0252	25.4829	0.13948
5140	NV2t005669001.1	NV2t005669001.1	NV2t005669001.1	60144.7	7.28046	0.0	71	637	22	14	5	17	14	126	3.83795e+07	4.98494e+07	4.95939e+07	1.51863e+08	1.48509e+08	1.45213e+08	3.55929e+09	2.59286e+09	2.76359e+09	953301.0	1.0	1.29017	1.25335	3.94202	3.87596	3.76947	89.2399	65.1269	69.8401	0.0228543	0.0	0.571636	1.95919	3.30032	3.47691	3.21669	131.74	94.0467	93.5246	0.0725219
5141	NV2t007020001.1|NV2t007020002.1	NV2t007020001.1|NV2t007020002.1	NV2t007020001.1|NV2t007020002.1	129638.0|126277.0	5.98332	0.0	75	188	7	2	5	1	1	126	1.83214e+06	740973.0	904484.0	2.16839e+06	2.29415e+06	3.2267e+06	2.20221e+07	1.33116e+07	1.63724e+07	0.0	1.0	0.40443	0.493676	1.18353	1.25217	1.76117	12.0199	7.26561	8.93621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5142	NV2t007446001.1	NV2t007446001.1	NV2t007446001.1	51263.1	6.74462	0.0	60	257	5	5	0	5	5	126	1.14231e+07	2.04914e+07	2.01744e+07	1.04175e+08	8.35043e+07	9.03988e+07	6.45437e+08	3.61623e+08	6.0569e+08	0.0	1.0	1.79386	1.7661	9.05847	7.31012	7.91368	56.3912	31.5735	53.0232	0.0	0.0	1.0397	0.478416	7.14401	4.79765	6.31325	127.322	66.5628	105.32	0.0
5143	NV2t022463001.1	NV2t022463001.1	NV2t022463001.1	106128.0	7.03694	0.0	115	1147	25	20	4	21	19	126	2.55981e+07	3.43462e+07	2.83108e+07	9.818e+07	1.17236e+08	9.11762e+07	2.21957e+09	1.65949e+09	2.12821e+09	5.85891e+06	1.0	1.3414	1.09927	3.83323	4.58289	3.55828	87.35	63.9566	83.321	0.222984	0.0	0.938604	0.733149	2.91371	3.78272	2.23555	66.8867	61.8037	63.455	0.383629
5144	NV2t007244001.1	NV2t007244001.1	NV2t007244001.1	227165.0	5.91499	0.0	96	129	2	2	1	1	1	126	0.0	271680.0	502818.0	1.17078e+06	1.53305e+06	1.68618e+06	1.34274e+07	1.05852e+07	1.44455e+07	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5145	NV2t019045002.1	NV2t019045002.1	NV2t019045002.1	79112.7	8.36338	0.0	110	1948	106	36	21	85	36	126	1.37215e+08	1.26087e+08	1.27604e+08	4.51388e+08	4.07509e+08	3.41851e+08	1.29795e+10	1.21881e+10	1.68162e+10	1.6774e+07	1.0	0.911481	0.92654	3.26863	2.95724	2.49618	94.8512	89.2112	123.301	0.118515	0.0	0.576018	0.645867	2.57234	2.47686	1.85469	60.2291	55.152	76.9754	0.198642
5146	NV2t019548001.1	NV2t019548001.1	NV2t019548001.1	46177.8	6.36287	0.0	107	273	5	4	1	4	3	126	6.37151e+06	1.02747e+07	7.19331e+06	4.6692e+07	3.57574e+07	4.40983e+07	3.61885e+08	2.171e+08	3.52053e+08	0.0	1.0	1.61261	1.12898	7.32825	5.61208	6.92118	56.7975	34.0735	55.2542	0.0	0.0	0.391084	0.304604	3.3665	2.1638	3.92831	73.8349	46.4347	74.1574	0.0
5147	NV2t010846001.1	NV2t010846001.1	NV2t010846001.1	122009.0	6.86134	0.0	81	457	11	9	2	9	9	126	6.99819e+06	6.74663e+06	9.4649e+06	3.34962e+07	3.406e+07	4.27176e+07	5.46166e+08	3.93474e+08	5.63633e+08	726223.0	1.0	0.975465	1.34594	4.80635	4.88483	6.18618	78.524	56.4524	81.4857	0.097521	0.0	0.710917	1.38393	3.54023	3.98905	5.20307	51.1533	42.6234	55.8531	0.440068
5148	NV2t007802005.1|NV2t007802007.1	NV2t007802005.1|NV2t007802007.1	NV2t007802005.1|NV2t007802007.1	65204.8|65204.8	6.93161	0.0	96	607	14	12	2	12	11	126	8.89642e+07	7.49235e+07	7.14919e+07	9.69047e+07	9.64361e+07	1.18396e+08	1.15056e+09	9.70964e+08	1.73774e+09	1.55232e+06	1.0	0.867519	0.790573	1.10765	1.07667	1.32776	13.2553	11.3091	19.9101	0.017106	0.0	1.57645	1.10133	1.58516	1.05104	1.31876	26.7876	21.9602	38.2776	0.0439215
5149	NV2t020489001.1	NV2t020489001.1	NV2t020489001.1	53526.8	7.32949	0.00173831	38	168	7	5	1	5	5	126	1.79192e+08	6.27617e+08	7.10921e+07	1.27309e+08	1.55039e+08	1.72051e+08	8.42336e+08	5.10296e+08	5.9535e+08	0.0	1.0	3.49476	0.399907	0.710462	0.864562	0.960149	4.8435	2.94188	3.32241	0.0	0.0	1.3288	0.321547	3.66262	2.12016	3.94544	14.8754	11.0927	16.2687	0.0
5150	NV2t001922001.1|NV2t001922005.1	NV2t001922001.1|NV2t001922005.1	NV2t001922001.1|NV2t001922005.1	188757.0|186854.0	8.17556	0.0	85	2552	121	53	25	93	52	126	3.28297e+09	1.92865e+10	5.21123e+09	6.8774e+07	3.42189e+08	5.93568e+08	5.60243e+09	2.01839e+09	3.00813e+09	2.88478e+07	1.0	5.87013	1.58596	0.0206027	0.104539	0.181632	1.70607	0.618185	0.919104	0.0087151	0.0	2.27343	0.436961	0.0251861	0.0563479	0.101098	0.798214	0.346577	0.487111	0.00942622
5151	NV2t022400001.1	NV2t022400001.1	NV2t022400001.1	35380.1	7.2844	0.0	73	379	13	7	5	8	7	126	6.52337e+06	8.59157e+06	8.13129e+06	3.00772e+07	1.93303e+07	1.94703e+07	1.50795e+09	1.12791e+09	1.46001e+09	4.01587e+06	1.0	1.31334	1.24235	4.62092	2.96952	2.95147	231.94	173.173	223.42	0.593648	0.0	0.587306	0.548059	1.70815	2.57444	4.01573	185.116	162.705	221.681	1.16112
5152	NV2t005182001.1	NV2t005182001.1	NV2t005182001.1	28940.6	6.37335	0.00982981	29	29	1	1	0	1	1	126	1.1492e+06	1.45729e+06	1.53948e+06	3.6958e+06	3.80846e+06	3.0965e+06	7.31674e+07	5.60169e+07	7.00787e+07	0.0	1.0	1.2681	1.33961	3.21599	3.31402	2.6945	63.6684	48.7444	60.9807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5153	###CONTAMINANT###Q5D862	sp|###CONTAMINANT###Q5D862|FILA2_HUMAN Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1	FLG2	256400.0	7.31626	0.0	102	455	17	7	1	14	6	126	8.13274e+08	1.46256e+08	3.49811e+08	4.29822e+08	5.14255e+08	7.73707e+08	3.28445e+08	2.03172e+08	3.69972e+08	977077.0	1.0	0.181759	0.4323	0.529263	0.634571	0.952366	0.412032	0.25823	0.475643	0.00113654	0.0	0.617245	0.116928	0.191497	0.238865	0.358665	1.28946	0.884042	1.14689	0.00504939
5154	NV2t010392001.1|NV2t010392002.1|NV2t010392003.1	NV2t010392001.1|NV2t010392002.1|NV2t010392003.1	NV2t010392001.1|NV2t010392002.1|NV2t010392003.1	153861.0|172876.0|176953.0	6.3082	0.0	62	140	3	3	0	3	3	126	1.48958e+06	2.54323e+06	2.4105e+06	3.50033e+07	1.96898e+07	1.99672e+07	1.00959e+08	1.10692e+08	1.57894e+08	1.71413e+06	1.0	1.70734	1.61824	23.4987	13.2184	13.4046	67.777	74.3109	105.999	1.15075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5155	NV2t006785001.1	NV2t006785001.1	NV2t006785001.1	63230.9	7.9941	0.0	154	1230	34	18	11	22	16	126	5.09636e+07	9.66793e+07	5.73263e+07	1.31444e+08	9.72525e+07	7.4845e+07	4.00635e+09	3.30361e+09	4.19563e+09	9.1618e+06	1.0	1.8815	1.11758	2.60933	1.91769	1.47646	79.0291	65.3287	82.9435	0.164812	0.0	2.08639	1.30126	2.87514	2.10244	1.09894	82.8158	68.0366	86.4342	0.432345
5156	NV2t021550001.1	NV2t021550001.1	NV2t021550001.1	55624.5	6.74394	0.0	73	470	14	10	5	9	9	126	1.46844e+07	1.12583e+07	1.6692e+07	3.47699e+07	2.51979e+07	2.26903e+07	1.33762e+09	1.25497e+09	7.72746e+08	6.82793e+06	1.0	0.777373	1.14362	2.37997	1.76723	1.59214	88.8654	83.0858	51.3066	0.453918	0.0	0.930846	0.633979	2.39124	2.32498	2.72813	177.142	175.167	90.9562	2.66281
5157	NV2t006171001.1	NV2t006171001.1	NV2t006171001.1	57940.1	7.90433	0.0	115	1672	231	6	214	10	5	126	1.13281e+07	1.62695e+07	1.25997e+07	5.52166e+07	5.35846e+07	3.26009e+07	2.73093e+09	1.69159e+09	2.03127e+09	0.0	1.0	1.43554	1.10892	4.75637	4.65176	2.87776	240.209	148.798	177.717	0.0	0.0	1.18224	1.68114	8.43985	7.8203	4.88368	322.371	240.014	297.026	0.0
5158	NV2t014957001.1|NV2t014957002.1|NV2t014957003.1|NV2t014957004.1|NV2t014957005.1|NV2t014957006.1	NV2t014957001.1|NV2t014957002.1|NV2t014957003.1|NV2t014957004.1|NV2t014957005.1|NV2t014957006.1	NV2t014957001.1|NV2t014957002.1|NV2t014957003.1|NV2t014957004.1|NV2t014957005.1|NV2t014957006.1	120298.0|120298.0|120298.0|120298.0|94815.1|123057.0	6.4847	0.013983	26	26	1	1	0	1	1	126	4.48982e+06	3.30386e+06	2.92911e+06	6.07574e+07	4.18869e+07	3.64234e+07	2.24485e+07	2.31111e+07	3.31585e+07	0.0	1.0	0.735856	0.652389	13.5323	9.3293	8.11245	4.99986	5.14744	7.38526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5159	NV2t015453001.1	NV2t015453001.1	NV2t015453001.1	87849.4	6.76969	0.0	82	582	14	12	2	12	11	126	1.25076e+07	1.03495e+07	1.00865e+07	6.90424e+07	5.83748e+07	5.90444e+07	7.57418e+08	5.94129e+08	1.27279e+09	1.8341e+06	1.0	0.818573	0.803549	5.46982	4.66287	4.73552	60.4343	47.5149	101.315	0.140998	0.0	0.866867	0.689478	4.15794	2.34489	2.76539	35.5709	29.1037	67.2545	0.473307
5160	NV2t012588001.1|NV2t012588002.1	NV2t012588001.1|NV2t012588002.1	NV2t012588001.1|NV2t012588002.1	73624.7|69428.7	6.27982	0.0	98	211	3	3	0	3	3	126	2.504e+06	2.68083e+06	2.686e+06	1.08418e+07	1.18662e+07	1.15629e+07	1.92023e+08	1.30118e+08	2.09706e+08	0.0	1.0	1.07062	1.07268	4.32981	4.73891	4.61776	76.6864	51.9642	83.7484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5161	NV2t008580001.1	NV2t008580001.1	NV2t008580001.1	30272.9	7.20478	0.0	125	578	17	8	0	17	8	126	1.24308e+08	2.19541e+08	9.38126e+07	2.2054e+08	1.48204e+08	2.65174e+08	2.39912e+09	1.26823e+09	1.09292e+09	1.71561e+06	1.0	1.76704	0.754175	1.78591	1.1971	2.13315	19.4819	10.2696	8.81099	0.0131209	0.0	0.430116	0.0934833	0.802011	0.330869	0.689444	14.7539	6.96557	6.04181	0.0430925
5162	NV2t008455002.1	NV2t008455002.1	NV2t008455002.1	203226.0	7.04687	0.0	90	734	19	15	4	15	12	126	2.94336e+07	4.12272e+07	2.9055e+07	1.44118e+08	1.46273e+08	1.52148e+08	1.6743e+09	1.15831e+09	1.85896e+09	2.42331e+06	1.0	1.39417	0.991418	4.85156	4.93661	5.13605	55.3803	37.9812	61.7829	0.0781238	0.0	1.4315	1.07616	5.96067	5.48082	5.64765	102.341	64.0418	117.953	0.155441
5163	NV2t007531001.1	NV2t007531001.1	NV2t007531001.1	136863.0	6.54374	0.0	134	802	15	14	1	14	13	126	2.58951e+07	3.67486e+07	2.36284e+07	5.39903e+07	5.16146e+07	5.71436e+07	9.09166e+08	7.76764e+08	6.72383e+08	949245.0	1.0	1.41933	0.915459	2.1097	2.01327	2.22945	35.1205	29.8951	25.9631	0.033455	0.0	0.487691	0.275176	0.977564	0.792145	0.87692	23.0713	18.8018	15.4468	0.123092
5164	NV2t000238001.1	NV2t000238001.1	NV2t000238001.1	55930.5	7.264	0.0	146	608	15	9	5	10	9	126	1.04258e+07	5.86132e+06	1.32987e+07	4.9495e+07	3.24194e+07	2.8186e+07	2.04852e+09	1.38349e+09	2.32494e+09	3.16831e+06	1.0	0.58159	1.24866	4.72679	3.05551	2.68081	197.978	133.804	225.052	0.280314	0.0	0.697431	2.50321	8.6511	5.77402	5.72597	324.353	201.759	326.252	1.12675
5165	NV2t008569001.1	NV2t008569001.1	NV2t008569001.1	336082.0	6.468	0.0	123	1059	24	21	5	19	18	126	3.32936e+07	3.07467e+07	3.65339e+07	9.233e+07	8.88651e+07	1.15047e+08	1.09962e+09	7.70837e+08	1.09276e+09	2.70692e+06	1.0	0.897481	1.11157	2.83286	2.69115	3.5114	33.1537	23.336	32.9585	0.0789661	0.0	1.66253	1.2547	3.60252	3.24608	3.80876	35.5517	23.9426	31.5991	0.0933146
5166	NV2t001629001.1	NV2t001629001.1	NV2t001629001.1	47113.6	6.70408	0.0	72	399	7	7	0	7	7	126	3.55327e+07	2.16626e+07	4.28606e+07	9.0137e+07	8.45606e+07	1.02578e+08	6.29035e+08	4.27386e+08	7.70799e+08	2.48907e+06	1.0	0.623482	1.1908	2.44757	2.36929	2.84541	17.648	12.028	21.6886	0.0679852	0.0	0.799093	1.03275	5.29961	3.28951	3.65097	24.2965	13.9262	32.1665	0.306116
5167	NV2t008904001.1	NV2t008904001.1	NV2t008904001.1	89935.5	6.2681	0.00338826	35	35	2	1	0	2	1	126	1.50177e+07	1.78425e+07	6.6955e+06	1.28009e+08	1.20827e+08	1.42602e+08	1.16137e+08	5.80183e+07	1.04072e+08	0.0	1.0	1.1881	0.445841	8.5239	8.04566	9.49562	7.73337	3.86333	6.92995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5168	NV2t016321001.1	NV2t016321001.1	NV2t016321001.1	113840.0	7.91925	0.0	104	2056	75	39	18	56	37	126	2.1633e+08	2.40618e+08	1.84989e+08	5.14349e+08	5.68931e+08	4.3753e+08	1.12922e+10	1.04454e+10	9.76238e+09	7.23462e+06	1.0	1.12838	0.848541	2.41138	2.63465	2.03306	51.8676	48.0121	45.1292	0.0316433	0.0	0.641687	0.315063	2.29469	2.58732	1.82365	55.5153	53.7705	47.05	0.0739169
5169	NV2t018888001.1	NV2t018888001.1	NV2t018888001.1	86093.7	6.21459	0.0	53	88	2	2	0	2	2	126	4.23759e+06	5.44629e+06	5.60525e+06	1.16932e+07	1.19312e+07	1.2093e+07	1.03052e+08	6.00827e+07	9.98217e+07	139505.0	1.0	1.28523	1.32275	2.75941	2.81555	2.85376	24.3185	14.1785	23.5563	0.0329208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5170	NV2t018682001.1|NV2t018682003.1|NV2t018682004.1|NV2t018682005.1|NV2t018682007.1|NV2t018682009.1|NV2t018682010.1|NV2t018682011.1	NV2t018682001.1|NV2t018682003.1|NV2t018682004.1|NV2t018682005.1|NV2t018682007.1|NV2t018682009.1|NV2t018682010.1|NV2t018682011.1	NV2t018682001.1|NV2t018682003.1|NV2t018682004.1|NV2t018682005.1|NV2t018682007.1|NV2t018682009.1|NV2t018682010.1|NV2t018682011.1	26758.0|26758.0|25268.3|24604.0|24639.9|24639.9|25275.2|26343.0	6.63033	0.000656491	42	42	1	1	0	1	1	126	2.23439e+06	2.74927e+06	2.10936e+06	1.11967e+07	7.98629e+06	1.10151e+07	2.79256e+07	2.42326e+07	4.71076e+07	0.0	1.0	1.23043	0.944044	5.01106	3.57426	4.92979	12.4981	10.8453	21.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
