Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000330	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]
OG0000346	Nematostella_vectensis_NV2t018115001.1 NV2t018115001.1	Exaiptasia_diaphana_XP_020899904.1 XP_020899904.1 twitchin [Exaiptasia diaphana]
OG0000346	Nematostella_vectensis_NV2t000361005.1 NV2t000361005.1, Nematostella_vectensis_NV2t000361002.1 NV2t000361002.1, Nematostella_vectensis_NV2t000361003.1 NV2t000361003.1, Nematostella_vectensis_NV2t000361006.1 NV2t000361006.1, Nematostella_vectensis_NV2t000361004.1 NV2t000361004.1, Nematostella_vectensis_NV2t000361001.1 NV2t000361001.1	Exaiptasia_diaphana_XP_020897877.1 XP_020897877.1 titin [Exaiptasia diaphana]
OG0000355	Nematostella_vectensis_NV2t013356002.1 NV2t013356002.1, Nematostella_vectensis_NV2t013356004.1 NV2t013356004.1, Nematostella_vectensis_NV2t013356005.1 NV2t013356005.1, Nematostella_vectensis_NV2t013356003.1 NV2t013356003.1, Nematostella_vectensis_NV2t013356001.1 NV2t013356001.1	Exaiptasia_diaphana_XP_020910689.1 XP_020910689.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900380.1 XP_020900380.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900381.1 XP_020900381.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910690.1 XP_020910690.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana]
OG0000356	Nematostella_vectensis_NV2t021994005.1 NV2t021994005.1, Nematostella_vectensis_NV2t021994002.1 NV2t021994002.1, Nematostella_vectensis_NV2t021994001.1 NV2t021994001.1, Nematostella_vectensis_NV2t021994003.1 NV2t021994003.1, Nematostella_vectensis_NV2t021994004.1 NV2t021994004.1, Nematostella_vectensis_NV2t021994006.1 NV2t021994006.1	Exaiptasia_diaphana_XP_020914384.2 XP_020914384.2 neuroglian_ partial [Exaiptasia diaphana]
OG0000356	Nematostella_vectensis_NV2t020308001.1 NV2t020308001.1	Exaiptasia_diaphana_XP_028516696.1 XP_028516696.1 hemicentin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516691.1 XP_028516691.1 neural cell adhesion molecule 2-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514177.1 XP_028514177.1 neural cell adhesion molecule 1-A_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516688.1 XP_028516688.1 opioid-binding protein_cell adhesion molecule [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897152.1 XP_020897152.1 opioid-binding protein_cell adhesion molecule homolog_ partial [Exaiptasia diaphana]
OG0000373	Nematostella_vectensis_NV2t008259007.1 NV2t008259007.1, Nematostella_vectensis_NV2t008259010.1 NV2t008259010.1, Nematostella_vectensis_NV2t008259009.1 NV2t008259009.1, Nematostella_vectensis_NV2t008259008.1 NV2t008259008.1, Nematostella_vectensis_NV2t008259004.1 NV2t008259004.1, Nematostella_vectensis_NV2t008259003.1 NV2t008259003.1, Nematostella_vectensis_NV2t008259005.1 NV2t008259005.1, Nematostella_vectensis_NV2t008259002.1 NV2t008259002.1, Nematostella_vectensis_NV2t008259001.1 NV2t008259001.1, Nematostella_vectensis_NV2t008259011.1 NV2t008259011.1, Nematostella_vectensis_NV2t008259006.1 NV2t008259006.1	Exaiptasia_diaphana_XP_028517767.1 XP_028517767.1 uncharacterized protein LOC110248364 [Exaiptasia diaphana]
OG0000374	Nematostella_vectensis_NV2t000649004.1 NV2t000649004.1, Nematostella_vectensis_NV2t000649001.1 NV2t000649001.1, Nematostella_vectensis_NV2t000649003.1 NV2t000649003.1, Nematostella_vectensis_NV2t000649006.1 NV2t000649006.1, Nematostella_vectensis_NV2t000650001.1 NV2t000650001.1, Nematostella_vectensis_NV2t000649002.1 NV2t000649002.1, Nematostella_vectensis_NV2t000649009.1 NV2t000649009.1, Nematostella_vectensis_NV2t000649008.1 NV2t000649008.1, Nematostella_vectensis_NV2t000649005.1 NV2t000649005.1, Nematostella_vectensis_NV2t000649007.1 NV2t000649007.1, Nematostella_vectensis_NV2t000649010.1 NV2t000649010.1	Exaiptasia_diaphana_XP_020907632.2 XP_020907632.2 uncharacterized protein LOC110245696 [Exaiptasia diaphana]
OG0000376	Nematostella_vectensis_NV2t007430001.1 NV2t007430001.1, Nematostella_vectensis_NV2t001101001.1 NV2t001101001.1	Exaiptasia_diaphana_XP_020891808.1 XP_020891808.1 uncharacterized protein LOC110231164 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512490.1 XP_028512490.1 uncharacterized protein LOC110231183 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891826.1 XP_020891826.1 uncharacterized protein LOC110231183 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891806.2 XP_020891806.2 uncharacterized protein LOC110231162 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512491.1 XP_028512491.1 uncharacterized protein LOC114574350 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891825.1 XP_020891825.1 uncharacterized protein LOC110231182 [Exaiptasia diaphana]
OG0000384	Nematostella_vectensis_NV2t013120003.1 NV2t013120003.1, Nematostella_vectensis_NV2t013120001.1 NV2t013120001.1	Exaiptasia_diaphana_XP_020892461.1 XP_020892461.1 uncharacterized protein LOC110231754 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514790.1 XP_028514790.1 uncharacterized protein LOC110238784 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514783.1 XP_028514783.1 uncharacterized protein LOC114575021 [Exaiptasia diaphana]
OG0000398	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1	Exaiptasia_diaphana_XP_020910228.1 XP_020910228.1 protein kinase C-binding protein NELL1 [Exaiptasia diaphana]
OG0000399	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1	Exaiptasia_diaphana_XP_028512943.1 XP_028512943.1 uncharacterized protein LOC110232553 [Exaiptasia diaphana]
OG0000409	Nematostella_vectensis_NV2t015186001.1 NV2t015186001.1, Nematostella_vectensis_NV2t015330001.1 NV2t015330001.1	Exaiptasia_diaphana_XP_020916993.1 XP_020916993.1 uncharacterized protein LOC110254354 [Exaiptasia diaphana]
OG0000426	Nematostella_vectensis_NV2t004600001.1 NV2t004600001.1	Exaiptasia_diaphana_XP_028513961.1 XP_028513961.1 uncharacterized protein LOC110236015 [Exaiptasia diaphana]
OG0000436	Nematostella_vectensis_NV2t002072001.1 NV2t002072001.1	Exaiptasia_diaphana_XP_020896526.1 XP_020896526.1 CUB and zona pellucida-like domain-containing protein 1 [Exaiptasia diaphana]
OG0000437	Nematostella_vectensis_NV2t014007002.1 NV2t014007002.1, Nematostella_vectensis_NV2t014007001.1 NV2t014007001.1, Nematostella_vectensis_NV2t014007003.1 NV2t014007003.1, Nematostella_vectensis_NV2t014010001.1 NV2t014010001.1	Exaiptasia_diaphana_XP_028514357.1 XP_028514357.1 flocculation protein FLO11_ partial [Exaiptasia diaphana]
OG0000438	Nematostella_vectensis_NV2t003706003.1 NV2t003706003.1, Nematostella_vectensis_NV2t003706002.1 NV2t003706002.1, Nematostella_vectensis_NV2t003706004.1 NV2t003706004.1, Nematostella_vectensis_NV2t003706001.1 NV2t003706001.1	Exaiptasia_diaphana_XP_020911752.1 XP_020911752.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911751.1 XP_020911751.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518126.1 XP_028518126.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518125.1 XP_028518125.1 matrilin-2 isoform X1 [Exaiptasia diaphana]
OG0000439	Nematostella_vectensis_NV2t006438001.1 NV2t006438001.1	Exaiptasia_diaphana_XP_028515272.1 XP_028515272.1 notch homolog 2 N-terminal-like protein A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901877.2 XP_020901877.2 adhesive plaque matrix protein 2 isoform X1 [Exaiptasia diaphana]
OG0000448	Nematostella_vectensis_NV2t020815001.1 NV2t020815001.1	Exaiptasia_diaphana_XP_020901814.1 XP_020901814.1 uncharacterized protein LOC110240353 [Exaiptasia diaphana]
OG0000479	Nematostella_vectensis_NV2t012328001.1 NV2t012328001.1	Exaiptasia_diaphana_XP_020891969.1 XP_020891969.1 uncharacterized protein LOC110231297 [Exaiptasia diaphana]
OG0000479	Nematostella_vectensis_NV2t012484002.1 NV2t012484002.1	Exaiptasia_diaphana_XP_020899318.2 XP_020899318.2 kielin_chordin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899342.1 XP_020899342.1 cysteine-rich motor neuron 1 protein [Exaiptasia diaphana]
OG0000482	Nematostella_vectensis_NV2t009497003.1 NV2t009497003.1, Nematostella_vectensis_NV2t009497002.1 NV2t009497002.1, Nematostella_vectensis_NV2t009497001.1 NV2t009497001.1	Exaiptasia_diaphana_XP_028516436.1 XP_028516436.1 protein stoned-B [Exaiptasia diaphana]
OG0000484	Nematostella_vectensis_NV2t000592001.1 NV2t000592001.1	Exaiptasia_diaphana_XP_028518521.1 XP_028518521.1 collagen alpha-1_XII_ chain-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518519.1 XP_028518519.1 uncharacterized protein LOC110250817 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518240.1 XP_028518240.1 uncharacterized protein LOC110249899 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518994.1 XP_028518994.1 netrin receptor DCC-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516391.1 XP_028516391.1 netrin receptor DCC-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914611.1 XP_020914611.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518518.1 XP_028518518.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912139.1 XP_020912139.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana]
OG0000486	Nematostella_vectensis_NV2t020657001.1 NV2t020657001.1	Exaiptasia_diaphana_XP_020909336.1 XP_020909336.1 uncharacterized protein LOC110247259 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909334.1 XP_020909334.1 uncharacterized protein LOC110247259 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909333.1 XP_020909333.1 uncharacterized protein LOC110247259 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909330.1 XP_020909330.1 uncharacterized protein LOC110247259 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909335.1 XP_020909335.1 uncharacterized protein LOC110247259 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909332.1 XP_020909332.1 uncharacterized protein LOC110247259 isoform X1 [Exaiptasia diaphana]
OG0000521	Nematostella_vectensis_NV2t007684001.1 NV2t007684001.1	Exaiptasia_diaphana_XP_020900500.1 XP_020900500.1 uncharacterized protein LOC110239132 [Exaiptasia diaphana]
OG0000523	Nematostella_vectensis_NV2t012741001.1 NV2t012741001.1	Exaiptasia_diaphana_XP_028516121.1 XP_028516121.1 uncharacterized protein LOC110243380 [Exaiptasia diaphana]
OG0000531	Nematostella_vectensis_NV2t025693001.1 NV2t025693001.1, Nematostella_vectensis_NV2t025693002.1 NV2t025693002.1, Nematostella_vectensis_NV2t025692001.1 NV2t025692001.1	Exaiptasia_diaphana_XP_020909555.1 XP_020909555.1 cubilin homolog [Exaiptasia diaphana]
OG0000578	Nematostella_vectensis_NV2t003163001.1 NV2t003163001.1	Exaiptasia_diaphana_XP_020902035.1 XP_020902035.1 uncharacterized protein LOC110240561 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902036.1 XP_020902036.1 uncharacterized protein LOC110240561 isoform X2 [Exaiptasia diaphana]
OG0000587	Nematostella_vectensis_NV2t017449001.1 NV2t017449001.1	Exaiptasia_diaphana_XP_028513025.1 XP_028513025.1 serine-rich adhesin for platelets isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893668.1 XP_020893668.1 serine-rich adhesin for platelets isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893667.1 XP_020893667.1 flocculation protein FLO11 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513024.1 XP_028513024.1 flocculation protein FLO11 isoform X3 [Exaiptasia diaphana]
OG0000595	Nematostella_vectensis_NV2t012819001.1 NV2t012819001.1	Exaiptasia_diaphana_XP_028512580.1 XP_028512580.1 uncharacterized protein LOC110231469 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891935.1 XP_020891935.1 uncharacterized protein LOC110231267 [Exaiptasia diaphana]
OG0000597	Nematostella_vectensis_NV2t018306001.1 NV2t018306001.1, Nematostella_vectensis_NV2t018306002.1 NV2t018306002.1, Nematostella_vectensis_NV2t018310001.1 NV2t018310001.1	Exaiptasia_diaphana_XP_028515349.1 XP_028515349.1 nematocyst expressed protein 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515348.1 XP_028515348.1 nematocyst expressed protein 6 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902138.1 XP_020902138.1 nematocyst expressed protein 6 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902141.1 XP_020902141.1 nematocyst expressed protein 6 [Exaiptasia diaphana]
OG0000598	Nematostella_vectensis_NV2t000771001.1 NV2t000771001.1	Exaiptasia_diaphana_XP_028513969.1 XP_028513969.1 cilia- and flagella-associated protein 54 [Exaiptasia diaphana]
OG0000599	Nematostella_vectensis_NV2t016360001.1 NV2t016360001.1, Nematostella_vectensis_NV2t016360002.1 NV2t016360002.1	Exaiptasia_diaphana_XP_020914877.1 XP_020914877.1 uncharacterized protein LOC110252396 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914876.1 XP_020914876.1 uncharacterized protein LOC110252396 isoform X1 [Exaiptasia diaphana]
OG0000601	Nematostella_vectensis_NV2t011073001.1 NV2t011073001.1	Exaiptasia_diaphana_XP_020894251.1 XP_020894251.1 uncharacterized protein LOC110233313 [Exaiptasia diaphana]
OG0000695	Nematostella_vectensis_NV2t014795001.1 NV2t014795001.1	Exaiptasia_diaphana_XP_020903311.1 XP_020903311.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000696	Nematostella_vectensis_NV2t013359001.1 NV2t013359001.1	Exaiptasia_diaphana_XP_020900407.1 XP_020900407.1 uncharacterized protein LOC110239045 [Exaiptasia diaphana]
OG0000697	Nematostella_vectensis_NV2t014182001.1 NV2t014182001.1	Exaiptasia_diaphana_XP_028516223.1 XP_028516223.1 uncharacterized protein LOC110243723 [Exaiptasia diaphana]
OG0000699	Nematostella_vectensis_NV2t012458001.1 NV2t012458001.1, Nematostella_vectensis_NV2t012458002.1 NV2t012458002.1, Nematostella_vectensis_NV2t012458003.1 NV2t012458003.1	Exaiptasia_diaphana_XP_020907385.2 XP_020907385.2 latent-transforming growth factor beta-binding protein 4 [Exaiptasia diaphana]
OG0000700	Nematostella_vectensis_NV2t019375002.1 NV2t019375002.1	Exaiptasia_diaphana_XP_028514802.1 XP_028514802.1 uncharacterized protein LOC110238858 [Exaiptasia diaphana]
OG0000703	Nematostella_vectensis_NV2t015060001.1 NV2t015060001.1, Nematostella_vectensis_NV2t015053001.1 NV2t015053001.1	Exaiptasia_diaphana_XP_020908664.1 XP_020908664.1 leucine-rich repeat protein SHOC-2-like_ partial [Exaiptasia diaphana]
OG0000710	Nematostella_vectensis_NV2t014625002.1 NV2t014625002.1, Nematostella_vectensis_NV2t014625003.1 NV2t014625003.1, Nematostella_vectensis_NV2t014625001.1 NV2t014625001.1	Exaiptasia_diaphana_XP_028515116.1 XP_028515116.1 uncharacterized protein LOC110239859 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901271.1 XP_020901271.1 uncharacterized protein LOC110239859 isoform X2 [Exaiptasia diaphana]
OG0000713	Nematostella_vectensis_NV2t024371001.1 NV2t024371001.1	Exaiptasia_diaphana_XP_020905562.1 XP_020905562.1 sushi repeat-containing protein SRPX [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516184.1 XP_028516184.1 sushi repeat-containing protein SRPX [Exaiptasia diaphana]
OG0000715	Nematostella_vectensis_NV2t017626001.1 NV2t017626001.1	Exaiptasia_diaphana_XP_020897067.1 XP_020897067.1 DNA ligase 1 [Exaiptasia diaphana]
OG0000876	Nematostella_vectensis_NV2t012346001.1 NV2t012346001.1	Exaiptasia_diaphana_XP_020912040.1 XP_020912040.1 protein jagged-1a [Exaiptasia diaphana]
OG0000887	Nematostella_vectensis_NV2t024457001.1 NV2t024457001.1	Exaiptasia_diaphana_XP_028519113.1 XP_028519113.1 volume-regulated anion channel subunit LRRC8C [Exaiptasia diaphana]
OG0000887	Nematostella_vectensis_NV2t025249002.1 NV2t025249002.1, Nematostella_vectensis_NV2t025249001.1 NV2t025249001.1	Exaiptasia_diaphana_XP_020892531.1 XP_020892531.1 volume-regulated anion channel subunit LRRC8A [Exaiptasia diaphana]
OG0000890	Nematostella_vectensis_NV2t010225001.1 NV2t010225001.1	Exaiptasia_diaphana_XP_028517639.1 XP_028517639.1 uncharacterized protein LOC114575971 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912849.1 XP_020912849.1 uncharacterized protein LOC110250585 [Exaiptasia diaphana]
OG0000891	Nematostella_vectensis_NV2t025689002.1 NV2t025689002.1, Nematostella_vectensis_NV2t025689001.1 NV2t025689001.1	Exaiptasia_diaphana_XP_028516867.1 XP_028516867.1 uncharacterized protein LOC110245784 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907737.1 XP_020907737.1 uncharacterized protein LOC110245785 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907735.1 XP_020907735.1 uncharacterized protein LOC110245783 [Exaiptasia diaphana]
OG0000892	Nematostella_vectensis_NV2t015937001.1 NV2t015937001.1	Exaiptasia_diaphana_XP_028513553.1 XP_028513553.1 uncharacterized protein LOC114574624 [Exaiptasia diaphana]
OG0000894	Nematostella_vectensis_NV2t000858001.1 NV2t000858001.1, Nematostella_vectensis_NV2t000857001.1 NV2t000857001.1, Nematostella_vectensis_NV2t000861001.1 NV2t000861001.1, Nematostella_vectensis_NV2t000859001.1 NV2t000859001.1	Exaiptasia_diaphana_XP_020897974.1 XP_020897974.1 uncharacterized protein LOC110236767 [Exaiptasia diaphana]
OG0000895	Nematostella_vectensis_NV2t003719001.1 NV2t003719001.1	Exaiptasia_diaphana_XP_020898384.1 XP_020898384.1 collagen alpha-1_XIII_ chain [Exaiptasia diaphana]
OG0000971	Nematostella_vectensis_NV2t021898001.1 NV2t021898001.1	Exaiptasia_diaphana_XP_020902218.1 XP_020902218.1 uncharacterized protein LOC110240741 [Exaiptasia diaphana]
OG0001148	Nematostella_vectensis_NV2t011270001.1 NV2t011270001.1	Exaiptasia_diaphana_XP_020902962.1 XP_020902962.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0001151	Nematostella_vectensis_NV2t024544001.1 NV2t024544001.1	Exaiptasia_diaphana_XP_028519238.1 XP_028519238.1 uncharacterized protein LOC110253297_ partial [Exaiptasia diaphana]
OG0001154	Nematostella_vectensis_NV2t024334001.1 NV2t024334001.1	Exaiptasia_diaphana_XP_028518698.1 XP_028518698.1 uncharacterized protein LOC110251394 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518697.1 XP_028518697.1 uncharacterized protein LOC110251394 isoform X1 [Exaiptasia diaphana]
OG0001157	Nematostella_vectensis_NV2t021273001.1 NV2t021273001.1	Exaiptasia_diaphana_XP_020902649.2 XP_020902649.2 matrilin-3-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515507.1 XP_028515507.1 uncharacterized protein LOC114574154 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515506.1 XP_028515506.1 uncharacterized protein LOC114574154 isoform X1 [Exaiptasia diaphana]
OG0001158	Nematostella_vectensis_NV2t024493002.1 NV2t024493002.1, Nematostella_vectensis_NV2t024493001.1 NV2t024493001.1	Exaiptasia_diaphana_XP_028515351.1 XP_028515351.1 nematocyst expressed protein 6_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898041.1 XP_020898041.1 nematocyst expressed protein 6_ partial [Exaiptasia diaphana]
OG0001159	Nematostella_vectensis_NV2t024496002.1 NV2t024496002.1	Exaiptasia_diaphana_XP_020916293.1 XP_020916293.1 netrin-1-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898593.2 XP_020898593.2 laminin subunit beta-3 [Exaiptasia diaphana]
OG0001161	Nematostella_vectensis_NV2t008462001.1 NV2t008462001.1, Nematostella_vectensis_NV2t002132001.1 NV2t002132001.1	Exaiptasia_diaphana_XP_020896516.2 XP_020896516.2 uncharacterized protein LOC110235400 [Exaiptasia diaphana]
OG0001163	Nematostella_vectensis_NV2t022311001.1 NV2t022311001.1	Exaiptasia_diaphana_XP_020908950.2 XP_020908950.2 uncharacterized protein LOC110246906 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908933.1 XP_020908933.1 uncharacterized protein LOC110246885 [Exaiptasia diaphana]
OG0001165	Nematostella_vectensis_NV2t008258002.1 NV2t008258002.1, Nematostella_vectensis_NV2t008258001.1 NV2t008258001.1	Exaiptasia_diaphana_XP_020910601.1 XP_020910601.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
