Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000301	Stylophora_pistillata_Spis3944 Spis3944 SpisGene3944	Exaiptasia_diaphana_XP_028517729.1 XP_028517729.1 uncharacterized protein LOC114576013 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910055.1 XP_020910055.1 balbiani ring protein 3 [Exaiptasia diaphana]
OG0000301	Stylophora_pistillata_Spis19548.t2 Spis19548.t2 SpisGene19548, Stylophora_pistillata_Spis14852 Spis14852 SpisGene14852	Exaiptasia_diaphana_XP_028513047.1 XP_028513047.1 uncharacterized protein LOC110232880 [Exaiptasia diaphana]
OG0000302	Stylophora_pistillata_Spis18341 Spis18341 SpisGene18341	Exaiptasia_diaphana_XP_020894246.1 XP_020894246.1 basic proline-rich protein [Exaiptasia diaphana]
OG0000302	Stylophora_pistillata_Spis1857.t1 Spis1857.t1 SpisGene1857	Exaiptasia_diaphana_XP_020899670.1 XP_020899670.1 vegetative cell wall protein gp1 [Exaiptasia diaphana]
OG0000303	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]
OG0000304	Stylophora_pistillata_Spis354 Spis354 SpisGene354	Exaiptasia_diaphana_XP_020899388.1 XP_020899388.1 uncharacterized protein LOC110238083 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899389.1 XP_020899389.1 uncharacterized protein LOC110238083 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899385.1 XP_020899385.1 bone morphogenetic protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899383.1 XP_020899383.1 bone morphogenetic protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899384.1 XP_020899384.1 uncharacterized protein LOC110238081 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916018.1 XP_020916018.1 uncharacterized protein LOC110253447 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519295.1 XP_028519295.1 low-density lipoprotein receptor-related protein 12 [Exaiptasia diaphana]
OG0000314	Stylophora_pistillata_Spis16091 Spis16091 SpisGene16091	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]
OG0000318	Stylophora_pistillata_Spis1439 Spis1439 SpisGene1439, Stylophora_pistillata_Spis3563.t1 Spis3563.t1 SpisGene3563	Exaiptasia_diaphana_XP_028514170.1 XP_028514170.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897892.1 XP_020897892.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana]
OG0000320	Stylophora_pistillata_Spis25174 Spis25174 SpisGene25174, Stylophora_pistillata_Spis7057.t2 Spis7057.t2 SpisGene7057	Exaiptasia_diaphana_XP_020900197.1 XP_020900197.1 uncharacterized protein LOC110238857 [Exaiptasia diaphana]
OG0000320	Stylophora_pistillata_Spis25575 Spis25575 SpisGene25575, Stylophora_pistillata_Spis23750 Spis23750 SpisGene23750, Stylophora_pistillata_Spis24140 Spis24140 SpisGene24140, Stylophora_pistillata_Spis23749 Spis23749 SpisGene23749, Stylophora_pistillata_Spis23489 Spis23489 SpisGene23489	Exaiptasia_diaphana_XP_020909245.1 XP_020909245.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]
OG0000328	Stylophora_pistillata_Spis16381 Spis16381 SpisGene16381	Exaiptasia_diaphana_XP_020895269.1 XP_020895269.1 uncharacterized protein LOC110234243 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512734.1 XP_028512734.1 uncharacterized protein LOC110231869 [Exaiptasia diaphana]
OG0000330	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]
OG0000346	Stylophora_pistillata_Spis5598 Spis5598 SpisGene5598, Stylophora_pistillata_Spis22305 Spis22305 SpisGene22305	Exaiptasia_diaphana_XP_020899904.1 XP_020899904.1 twitchin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897877.1 XP_020897877.1 titin [Exaiptasia diaphana]
OG0000355	Stylophora_pistillata_Spis18718 Spis18718 SpisGene18718	Exaiptasia_diaphana_XP_020910689.1 XP_020910689.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900380.1 XP_020900380.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900381.1 XP_020900381.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910690.1 XP_020910690.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana]
OG0000357	Stylophora_pistillata_Spis6626 Spis6626 SpisGene6626	Exaiptasia_diaphana_XP_020913007.1 XP_020913007.1 cystatin-like [Exaiptasia diaphana]
OG0000363	Stylophora_pistillata_Spis12896 Spis12896 SpisGene12896	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]
OG0000366	Stylophora_pistillata_Spis20225 Spis20225 SpisGene20225	Exaiptasia_diaphana_XP_020912724.1 XP_020912724.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110250467 [Exaiptasia diaphana]
OG0000375	Stylophora_pistillata_Spis15889 Spis15889 SpisGene15889	Exaiptasia_diaphana_XP_020892055.2 XP_020892055.2 uncharacterized protein LOC110231376 [Exaiptasia diaphana]
OG0000376	Stylophora_pistillata_Spis4815 Spis4815 SpisGene4815, Stylophora_pistillata_Spis4809 Spis4809 SpisGene4809, Stylophora_pistillata_Spis4814 Spis4814 SpisGene4814, Stylophora_pistillata_Spis20187 Spis20187 SpisGene20187	Exaiptasia_diaphana_XP_020891808.1 XP_020891808.1 uncharacterized protein LOC110231164 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512490.1 XP_028512490.1 uncharacterized protein LOC110231183 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891826.1 XP_020891826.1 uncharacterized protein LOC110231183 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891806.2 XP_020891806.2 uncharacterized protein LOC110231162 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512491.1 XP_028512491.1 uncharacterized protein LOC114574350 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891825.1 XP_020891825.1 uncharacterized protein LOC110231182 [Exaiptasia diaphana]
OG0000384	Stylophora_pistillata_Spis8857 Spis8857 SpisGene8857	Exaiptasia_diaphana_XP_020892461.1 XP_020892461.1 uncharacterized protein LOC110231754 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514790.1 XP_028514790.1 uncharacterized protein LOC110238784 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514783.1 XP_028514783.1 uncharacterized protein LOC114575021 [Exaiptasia diaphana]
OG0000398	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177	Exaiptasia_diaphana_XP_020910228.1 XP_020910228.1 protein kinase C-binding protein NELL1 [Exaiptasia diaphana]
OG0000399	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164	Exaiptasia_diaphana_XP_028512943.1 XP_028512943.1 uncharacterized protein LOC110232553 [Exaiptasia diaphana]
OG0000409	Stylophora_pistillata_Spis11859 Spis11859 SpisGene11859	Exaiptasia_diaphana_XP_020916993.1 XP_020916993.1 uncharacterized protein LOC110254354 [Exaiptasia diaphana]
OG0000426	Stylophora_pistillata_Spis2840 Spis2840 SpisGene2840	Exaiptasia_diaphana_XP_028513961.1 XP_028513961.1 uncharacterized protein LOC110236015 [Exaiptasia diaphana]
OG0000434	Stylophora_pistillata_Spis16241 Spis16241 SpisGene16241	Exaiptasia_diaphana_XP_020914910.1 XP_020914910.1 uncharacterized protein LOC110252425 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518975.1 XP_028518975.1 uncharacterized protein LOC110252425 isoform X1 [Exaiptasia diaphana]
OG0000436	Stylophora_pistillata_Spis16940 Spis16940 SpisGene16940	Exaiptasia_diaphana_XP_020896526.1 XP_020896526.1 CUB and zona pellucida-like domain-containing protein 1 [Exaiptasia diaphana]
OG0000437	Stylophora_pistillata_Spis14420 Spis14420 SpisGene14420	Exaiptasia_diaphana_XP_028514357.1 XP_028514357.1 flocculation protein FLO11_ partial [Exaiptasia diaphana]
OG0000438	Stylophora_pistillata_Spis11902 Spis11902 SpisGene11902	Exaiptasia_diaphana_XP_020911752.1 XP_020911752.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911751.1 XP_020911751.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518126.1 XP_028518126.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518125.1 XP_028518125.1 matrilin-2 isoform X1 [Exaiptasia diaphana]
OG0000439	Stylophora_pistillata_Spis15893 Spis15893 SpisGene15893	Exaiptasia_diaphana_XP_028515272.1 XP_028515272.1 notch homolog 2 N-terminal-like protein A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901877.2 XP_020901877.2 adhesive plaque matrix protein 2 isoform X1 [Exaiptasia diaphana]
OG0000440	Stylophora_pistillata_Spis18047 Spis18047 SpisGene18047	Exaiptasia_diaphana_XP_028512708.1 XP_028512708.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892555.1 XP_020892555.1 collagen alpha-1_XI_ chain isoform X1 [Exaiptasia diaphana]
OG0000441	Stylophora_pistillata_Spis5307 Spis5307 SpisGene5307, Stylophora_pistillata_Spis23299 Spis23299 SpisGene23299, Stylophora_pistillata_Spis18106 Spis18106 SpisGene18106, Stylophora_pistillata_Spis18112 Spis18112 SpisGene18112, Stylophora_pistillata_Spis22011 Spis22011 SpisGene22011, Stylophora_pistillata_Spis18111 Spis18111 SpisGene18111, Stylophora_pistillata_Spis21976 Spis21976 SpisGene21976, Stylophora_pistillata_Spis18107 Spis18107 SpisGene18107, Stylophora_pistillata_Spis18113 Spis18113 SpisGene18113	Exaiptasia_diaphana_XP_020898231.1 XP_020898231.1 collectin-12 [Exaiptasia diaphana]
OG0000448	Stylophora_pistillata_Spis7021 Spis7021 SpisGene7021	Exaiptasia_diaphana_XP_020901814.1 XP_020901814.1 uncharacterized protein LOC110240353 [Exaiptasia diaphana]
OG0000475	Stylophora_pistillata_Spis21563 Spis21563 SpisGene21563	Exaiptasia_diaphana_XP_020897824.1 XP_020897824.1 uncharacterized protein LOC110236626 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897823.2 XP_020897823.2 uncharacterized protein LOC110236625 [Exaiptasia diaphana]
OG0000479	Stylophora_pistillata_Spis14938 Spis14938 SpisGene14938	Exaiptasia_diaphana_XP_020891969.1 XP_020891969.1 uncharacterized protein LOC110231297 [Exaiptasia diaphana]
OG0000482	Stylophora_pistillata_Spis4951 Spis4951 SpisGene4951, Stylophora_pistillata_Spis4954 Spis4954 SpisGene4954	Exaiptasia_diaphana_XP_028516436.1 XP_028516436.1 protein stoned-B [Exaiptasia diaphana]
OG0000486	Stylophora_pistillata_Spis5846 Spis5846 SpisGene5846	Exaiptasia_diaphana_XP_020909336.1 XP_020909336.1 uncharacterized protein LOC110247259 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909334.1 XP_020909334.1 uncharacterized protein LOC110247259 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909333.1 XP_020909333.1 uncharacterized protein LOC110247259 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909330.1 XP_020909330.1 uncharacterized protein LOC110247259 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909335.1 XP_020909335.1 uncharacterized protein LOC110247259 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909332.1 XP_020909332.1 uncharacterized protein LOC110247259 isoform X1 [Exaiptasia diaphana]
OG0000521	Stylophora_pistillata_Spis6184.t1 Spis6184.t1 SpisGene6184	Exaiptasia_diaphana_XP_020900500.1 XP_020900500.1 uncharacterized protein LOC110239132 [Exaiptasia diaphana]
OG0000523	Stylophora_pistillata_Spis10658.t1 Spis10658.t1 SpisGene10658	Exaiptasia_diaphana_XP_028516121.1 XP_028516121.1 uncharacterized protein LOC110243380 [Exaiptasia diaphana]
OG0000531	Stylophora_pistillata_Spis16341 Spis16341 SpisGene16341	Exaiptasia_diaphana_XP_020909555.1 XP_020909555.1 cubilin homolog [Exaiptasia diaphana]
OG0000534	Stylophora_pistillata_Spis6194 Spis6194 SpisGene6194	Exaiptasia_diaphana_XP_020915711.2 XP_020915711.2 thrombospondin-1-like [Exaiptasia diaphana]
OG0000578	Stylophora_pistillata_Spis3889 Spis3889 SpisGene3889	Exaiptasia_diaphana_XP_020902035.1 XP_020902035.1 uncharacterized protein LOC110240561 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902036.1 XP_020902036.1 uncharacterized protein LOC110240561 isoform X2 [Exaiptasia diaphana]
OG0000595	Stylophora_pistillata_Spis15065 Spis15065 SpisGene15065	Exaiptasia_diaphana_XP_028512580.1 XP_028512580.1 uncharacterized protein LOC110231469 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891935.1 XP_020891935.1 uncharacterized protein LOC110231267 [Exaiptasia diaphana]
OG0000599	Stylophora_pistillata_Spis13977 Spis13977 SpisGene13977	Exaiptasia_diaphana_XP_020914877.1 XP_020914877.1 uncharacterized protein LOC110252396 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914876.1 XP_020914876.1 uncharacterized protein LOC110252396 isoform X1 [Exaiptasia diaphana]
OG0000600	Stylophora_pistillata_Spis10897 Spis10897 SpisGene10897	Exaiptasia_diaphana_XP_020902827.1 XP_020902827.1 uncharacterized protein LOC110241298 [Exaiptasia diaphana]
OG0000601	Stylophora_pistillata_Spis14829 Spis14829 SpisGene14829	Exaiptasia_diaphana_XP_020894251.1 XP_020894251.1 uncharacterized protein LOC110233313 [Exaiptasia diaphana]
OG0000695	Stylophora_pistillata_Spis14413 Spis14413 SpisGene14413	Exaiptasia_diaphana_XP_020903311.1 XP_020903311.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000696	Stylophora_pistillata_Spis5320 Spis5320 SpisGene5320, Stylophora_pistillata_Spis24207 Spis24207 SpisGene24207	Exaiptasia_diaphana_XP_020900407.1 XP_020900407.1 uncharacterized protein LOC110239045 [Exaiptasia diaphana]
OG0000697	Stylophora_pistillata_Spis10902 Spis10902 SpisGene10902, Stylophora_pistillata_Spis10923 Spis10923 SpisGene10923	Exaiptasia_diaphana_XP_028516223.1 XP_028516223.1 uncharacterized protein LOC110243723 [Exaiptasia diaphana]
OG0000699	Stylophora_pistillata_Spis14246 Spis14246 SpisGene14246	Exaiptasia_diaphana_XP_020907385.2 XP_020907385.2 latent-transforming growth factor beta-binding protein 4 [Exaiptasia diaphana]
OG0000700	Stylophora_pistillata_Spis7049 Spis7049 SpisGene7049, Stylophora_pistillata_Spis7050 Spis7050 SpisGene7050	Exaiptasia_diaphana_XP_028514802.1 XP_028514802.1 uncharacterized protein LOC110238858 [Exaiptasia diaphana]
OG0000702	Stylophora_pistillata_Spis19255 Spis19255 SpisGene19255, Stylophora_pistillata_Spis19256 Spis19256 SpisGene19256	Exaiptasia_diaphana_XP_020901226.1 XP_020901226.1 uncharacterized protein LOC110239813 [Exaiptasia diaphana]
OG0000703	Stylophora_pistillata_Spis4650 Spis4650 SpisGene4650	Exaiptasia_diaphana_XP_020908664.1 XP_020908664.1 leucine-rich repeat protein SHOC-2-like_ partial [Exaiptasia diaphana]
OG0000710	Stylophora_pistillata_Spis17975 Spis17975 SpisGene17975	Exaiptasia_diaphana_XP_028515116.1 XP_028515116.1 uncharacterized protein LOC110239859 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901271.1 XP_020901271.1 uncharacterized protein LOC110239859 isoform X2 [Exaiptasia diaphana]
OG0000712	Stylophora_pistillata_Spis7496 Spis7496 SpisGene7496, Stylophora_pistillata_Spis24748 Spis24748 SpisGene24748, Stylophora_pistillata_Spis11260 Spis11260 SpisGene11260, Stylophora_pistillata_Spis11248 Spis11248 SpisGene11248, Stylophora_pistillata_Spis23417 Spis23417 SpisGene23417	Exaiptasia_diaphana_XP_020891875.2 XP_020891875.2 uncharacterized protein LOC110231229_ partial [Exaiptasia diaphana]
OG0000713	Stylophora_pistillata_Spis11482 Spis11482 SpisGene11482	Exaiptasia_diaphana_XP_020905562.1 XP_020905562.1 sushi repeat-containing protein SRPX [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516184.1 XP_028516184.1 sushi repeat-containing protein SRPX [Exaiptasia diaphana]
OG0000714	Stylophora_pistillata_Spis858 Spis858 SpisGene858	Exaiptasia_diaphana_XP_020895879.1 XP_020895879.1 uncharacterized protein LOC110234823 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895880.1 XP_020895880.1 uncharacterized protein LOC110234824 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895882.1 XP_020895882.1 uncharacterized protein LOC110234825 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895881.1 XP_020895881.1 uncharacterized protein LOC110234825 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513015.1 XP_028513015.1 uncharacterized protein LOC114574490 [Exaiptasia diaphana]
OG0000849	Stylophora_pistillata_Spis1849 Spis1849 SpisGene1849	Exaiptasia_diaphana_XP_028514243.1 XP_028514243.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512671.1 XP_028512671.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892443.1 XP_020892443.1 delta-like protein D [Exaiptasia diaphana]
OG0000875	Stylophora_pistillata_Spis20256 Spis20256 SpisGene20256	Exaiptasia_diaphana_XP_020903695.1 XP_020903695.1 protein madd-4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515754.1 XP_028515754.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana]
OG0000876	Stylophora_pistillata_Spis2839 Spis2839 SpisGene2839	Exaiptasia_diaphana_XP_020912040.1 XP_020912040.1 protein jagged-1a [Exaiptasia diaphana]
OG0000881	Stylophora_pistillata_Spis8387 Spis8387 SpisGene8387	Exaiptasia_diaphana_XP_020899395.1 XP_020899395.1 uncharacterized protein LOC110238092 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899397.1 XP_020899397.1 uncharacterized protein LOC110238092 isoform X2 [Exaiptasia diaphana]
OG0000890	Stylophora_pistillata_Spis9010 Spis9010 SpisGene9010, Stylophora_pistillata_Spis9006 Spis9006 SpisGene9006	Exaiptasia_diaphana_XP_028517639.1 XP_028517639.1 uncharacterized protein LOC114575971 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912849.1 XP_020912849.1 uncharacterized protein LOC110250585 [Exaiptasia diaphana]
OG0000892	Stylophora_pistillata_Spis16236.t1 Spis16236.t1 SpisGene16236	Exaiptasia_diaphana_XP_028513553.1 XP_028513553.1 uncharacterized protein LOC114574624 [Exaiptasia diaphana]
OG0001148	Stylophora_pistillata_Spis7071 Spis7071 SpisGene7071	Exaiptasia_diaphana_XP_020902962.1 XP_020902962.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0001151	Stylophora_pistillata_Spis22129 Spis22129 SpisGene22129, Stylophora_pistillata_Spis18449 Spis18449 SpisGene18449	Exaiptasia_diaphana_XP_028519238.1 XP_028519238.1 uncharacterized protein LOC110253297_ partial [Exaiptasia diaphana]
OG0001154	Stylophora_pistillata_Spis9404.t1 Spis9404.t1 SpisGene9404	Exaiptasia_diaphana_XP_028518698.1 XP_028518698.1 uncharacterized protein LOC110251394 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518697.1 XP_028518697.1 uncharacterized protein LOC110251394 isoform X1 [Exaiptasia diaphana]
OG0001161	Stylophora_pistillata_Spis10979 Spis10979 SpisGene10979	Exaiptasia_diaphana_XP_020896516.2 XP_020896516.2 uncharacterized protein LOC110235400 [Exaiptasia diaphana]
OG0001165	Stylophora_pistillata_Spis6570 Spis6570 SpisGene6570	Exaiptasia_diaphana_XP_020910601.1 XP_020910601.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0001170	Stylophora_pistillata_Spis2742 Spis2742 SpisGene2742	Exaiptasia_diaphana_XP_020895797.1 XP_020895797.1 collagen alpha-1_XIV_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895796.1 XP_020895796.1 collagen alpha-1_XIV_ chain isoform X1 [Exaiptasia diaphana]
OG0001171	Stylophora_pistillata_Spis3536 Spis3536 SpisGene3536	Exaiptasia_diaphana_XP_020911674.1 XP_020911674.1 mediator of RNA polymerase II transcription subunit 25 [Exaiptasia diaphana]
OG0001521	Stylophora_pistillata_Spis17308 Spis17308 SpisGene17308	Exaiptasia_diaphana_XP_020897231.1 XP_020897231.1 uncharacterized protein LOC110236091 [Exaiptasia diaphana]
OG0001530	Stylophora_pistillata_Spis9961.t2 Spis9961.t2 SpisGene9961	Exaiptasia_diaphana_XP_028512513.1 XP_028512513.1 annexin D2 [Exaiptasia diaphana]
OG0001546	Stylophora_pistillata_Spis15561 Spis15561 SpisGene15561	Exaiptasia_diaphana_XP_028515704.1 XP_028515704.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0001548	Stylophora_pistillata_Spis16345 Spis16345 SpisGene16345	Exaiptasia_diaphana_XP_020902053.1 XP_020902053.1 uncharacterized protein LOC110240578 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515306.1 XP_028515306.1 uncharacterized protein LOC110240578 [Exaiptasia diaphana]
OG0001555	Stylophora_pistillata_Spis1348 Spis1348 SpisGene1348	Exaiptasia_diaphana_XP_020912232.1 XP_020912232.1 von Willebrand factor A domain-containing protein 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912233.1 XP_020912233.1 von Willebrand factor A domain-containing protein 2 isoform X2 [Exaiptasia diaphana]
